rule_id,file,s_id,character,position,form_before,form_after
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000141,',79,"So'lin ano caka pasowal cangra, latek mamatira ci Tafitian ko harateng nangra: 'Nanay pahemeken no tamdaw kiso to nika citanengay kiso!'","So'lin ano caka pasowal cangra, latek mamatira ci Tafitian ko harateng nangra: ""Nanay pahemeken no tamdaw kiso to nika citanengay kiso!"""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000141,',135,"So'lin ano caka pasowal cangra, latek mamatira ci Tafitian ko harateng nangra: 'Nanay pahemeken no tamdaw kiso to nika citanengay kiso!'","So'lin ano caka pasowal cangra, latek mamatira ci Tafitian ko harateng nangra: ""Nanay pahemeken no tamdaw kiso to nika citanengay kiso!"""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000329,',77,"Kawra, oni Yihofa kita, mihaenay patalipa'elalay ko Fangcalay Cudad kitaanan 'falahen ko caka ngodo a faloco' ato coos no hekal, toni lekakawa matatodong ko harateng, moecel, mangodo ko ka'orip.'","Kawra, oni Yihofa kita, mihaenay patalipa'elalay ko Fangcalay Cudad kitaanan ""falahen ko caka ngodo a faloco' ato coos no hekal, toni lekakawa matatodong ko harateng, moecel, mangodo ko ka'orip."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000329,',194,"Kawra, oni Yihofa kita, mihaenay patalipa'elalay ko Fangcalay Cudad kitaanan 'falahen ko caka ngodo a faloco' ato coos no hekal, toni lekakawa matatodong ko harateng, moecel, mangodo ko ka'orip.'","Kawra, oni Yihofa kita, mihaenay patalipa'elalay ko Fangcalay Cudad kitaanan ""falahen ko caka ngodo a faloco' ato coos no hekal, toni lekakawa matatodong ko harateng, moecel, mangodo ko ka'orip."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000423,',26,Sowal no Fangcalay Cudad: 'O mafolaay miapohay to faloco'no wawa.',"Sowal no Fangcalay Cudad: ""O mafolaay miapohay to faloco'no wawa."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000423,',65,Sowal no Fangcalay Cudad: 'O mafolaay miapohay to faloco'no wawa.',"Sowal no Fangcalay Cudad: ""O mafolaay miapohay to faloco'no wawa."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000477,',37,"Saka 2 Korinto 3:17, sanay ko sowal, 'icowaay ko fangcalay saocor ni Yihofa, iraay ko pasalat itira.'","Saka 2 Korinto 3:17, sanay ko sowal, ""icowaay ko fangcalay saocor ni Yihofa, iraay ko pasalat itira."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000477,',100,"Saka 2 Korinto 3:17, sanay ko sowal, 'icowaay ko fangcalay saocor ni Yihofa, iraay ko pasalat itira.'","Saka 2 Korinto 3:17, sanay ko sowal, ""icowaay ko fangcalay saocor ni Yihofa, iraay ko pasalat itira."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000558,',40,"Itini Loma 15:5 somowalay to pairaen ko 'harateng ni Kristo Yis,' sanay.","Itini Loma 15:5 somowalay to pairaen ko ""harateng ni Kristo Yis,"" sanay."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000558,',64,"Itini Loma 15:5 somowalay to pairaen ko 'harateng ni Kristo Yis,' sanay.","Itini Loma 15:5 somowalay to pairaen ko ""harateng ni Kristo Yis,"" sanay."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000567,',71,"Itini Yohani 15:4 to 10 toni pina sinael, kinapinaay masowal ni Yis ko 'mararid' sanay a tilid, paihekal to kalimelaan ko mihadidiay.","Itini Yohani 15:4 to 10 toni pina sinael, kinapinaay masowal ni Yis ko ""mararid"" sanay a tilid, paihekal to kalimelaan ko mihadidiay."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000567,',79,"Itini Yohani 15:4 to 10 toni pina sinael, kinapinaay masowal ni Yis ko 'mararid' sanay a tilid, paihekal to kalimelaan ko mihadidiay.","Itini Yohani 15:4 to 10 toni pina sinael, kinapinaay masowal ni Yis ko ""mararid"" sanay a tilid, paihekal to kalimelaan ko mihadidiay."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000711,',143,"Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay.'","Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: ""Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000711,',250,"Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: 'Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay.'","Itiya, itiniay i Yirusalim cingra pasayra i ""kakerikeridan no finawlan ato mato'asay, ato pasifana'ay to rikec a tamdaw,"" no Yutaya a pasowal: ""Oya Nacali tamdaw ci Yis Kristo, na mipacekan namo i hecek, patikolanto no Kawas pa'orip cingra nai patay."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000950,',14,Samaan a malo 'hafay' iso ci Yihofa?,"Samaan a malo ""hafay"" iso ci Yihofa?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U000950,',20,Samaan a malo 'hafay' iso ci Yihofa?,"Samaan a malo ""hafay"" iso ci Yihofa?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001038,',75,"Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a 'ma'orip'.","Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a ""ma'orip""."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001038,',83,"Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a 'ma'orip'.","Mahecaday kita ci Yihofaan, makalimay micada ko tamdaw to so'linay kimad a ""ma'orip""."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001100,',0,"'O Moecelay Tamdaw, Pakayniay ci Yihofaan a Lipahak'","""O Moecelay Tamdaw, Pakayniay ci Yihofaan a Lipahak"""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001100,',51,"'O Moecelay Tamdaw, Pakayniay ci Yihofaan a Lipahak'","""O Moecelay Tamdaw, Pakayniay ci Yihofaan a Lipahak"""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001143,',15,"Misamanay hano 'o misa'adaay ci Yihofaan, awaay ko taneng' hani?","Misamanay hano ""o misa'adaay ci Yihofaan, awaay ko taneng"" hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001143,',57,"Misamanay hano 'o misa'adaay ci Yihofaan, awaay ko taneng' hani?","Misamanay hano ""o misa'adaay ci Yihofaan, awaay ko taneng"" hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001210,',23,Sanay ko ca'of ni Yis: 'Cowa ko noni hekal ko Hongti Kitakit ako.',"Sanay ko ca'of ni Yis: ""Cowa ko noni hekal ko Hongti Kitakit ako."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001210,',65,Sanay ko ca'of ni Yis: 'Cowa ko noni hekal ko Hongti Kitakit ako.',"Sanay ko ca'of ni Yis: ""Cowa ko noni hekal ko Hongti Kitakit ako."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001286,',50,"Palimo'otay ci Yis to nisawawaan padama to tamdaw 'malo Krisciyang..., mipaino' cangranan,' sanay.","Palimo'otay ci Yis to nisawawaan padama to tamdaw ""malo Krisciyang..., mipaino"" cangranan,' sanay."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001286,',78,"Palimo'otay ci Yis to nisawawaan padama to tamdaw 'malo Krisciyang..., mipaino' cangranan,' sanay.","Palimo'otay ci Yis to nisawawaan padama to tamdaw ""malo Krisciyang..., mipaino"" cangranan,' sanay."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001294,',28,"Sowal ni Yis ci Akoma Satan 'miliyangay to so'linay kimad, samanen awaay ko so'linay kimad ilaloma' ningra.'","Sowal ni Yis ci Akoma Satan ""miliyangay to so'linay kimad, samanen awaay ko so'linay kimad ilaloma"" ningra.'"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001294,',98,"Sowal ni Yis ci Akoma Satan 'miliyangay to so'linay kimad, samanen awaay ko so'linay kimad ilaloma' ningra.'","Sowal ni Yis ci Akoma Satan ""miliyangay to so'linay kimad, samanen awaay ko so'linay kimad ilaloma"" ningra.'"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001319,',22,"Mikitini i sakayat no 'madimadiay inanengay a koli', wa samaan mahapinang ita to ciharatengay ci Yis to no'adingoan a pakayraan ita hani?","Mikitini i sakayat no ""madimadiay inanengay a koli"", wa samaan mahapinang ita to ciharatengay ci Yis to no'adingoan a pakayraan ita hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001319,',50,"Mikitini i sakayat no 'madimadiay inanengay a koli', wa samaan mahapinang ita to ciharatengay ci Yis to no'adingoan a pakayraan ita hani?","Mikitini i sakayat no ""madimadiay inanengay a koli"", wa samaan mahapinang ita to ciharatengay ci Yis to no'adingoan a pakayraan ita hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001333,',18,Misamaanay hano o 'salakatay milidongan' ci Yis hani?,"Misamaanay hano o ""salakatay milidongan"" ci Yis hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001333,',39,Misamaanay hano o 'salakatay milidongan' ci Yis hani?,"Misamaanay hano o ""salakatay milidongan"" ci Yis hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001340,',37,Sanay ko sowal ni Yis to nisawawaan: 'Padotoc kamo a ciheci... mihaen mapa'dil ko Wama ako.',"Sanay ko sowal ni Yis to nisawawaan: ""Padotoc kamo a ciheci... mihaen mapa'dil ko Wama ako."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001340,',91,Sanay ko sowal ni Yis to nisawawaan: 'Padotoc kamo a ciheci... mihaen mapa'dil ko Wama ako.',"Sanay ko sowal ni Yis to nisawawaan: ""Padotoc kamo a ciheci... mihaen mapa'dil ko Wama ako."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001342,',14,"Sowal ni Yis, 'ano mararid kamo mitoor to sowal ako' sa i, tatodong noni sowal, ano sapilifokaw ko tamdaw to pasalat, mitoor to patirengan ningra a sa'osi, o sanay.","Sowal ni Yis, ""ano mararid kamo mitoor to sowal ako"" sa i, tatodong noni sowal, ano sapilifokaw ko tamdaw to pasalat, mitoor to patirengan ningra a sa'osi, o sanay."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001342,',51,"Sowal ni Yis, 'ano mararid kamo mitoor to sowal ako' sa i, tatodong noni sowal, ano sapilifokaw ko tamdaw to pasalat, mitoor to patirengan ningra a sa'osi, o sanay.","Sowal ni Yis, ""ano mararid kamo mitoor to sowal ako"" sa i, tatodong noni sowal, ano sapilifokaw ko tamdaw to pasalat, mitoor to patirengan ningra a sa'osi, o sanay."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001383,',97,"Cowa ko pilengo aca no Taneng 23:23 to mi'aca to so'linay kimad, pasowalayho to mami'aca kita to 'taneng, sapirikec, saka cipinang.'","Cowa ko pilengo aca no Taneng 23:23 to mi'aca to so'linay kimad, pasowalayho to mami'aca kita to ""taneng, sapirikec, saka cipinang."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001383,',131,"Cowa ko pilengo aca no Taneng 23:23 to mi'aca to so'linay kimad, pasowalayho to mami'aca kita to 'taneng, sapirikec, saka cipinang.'","Cowa ko pilengo aca no Taneng 23:23 to mi'aca to so'linay kimad, pasowalayho to mami'aca kita to ""taneng, sapirikec, saka cipinang."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001404,',119,"Cowa ko pitadi'ec aca nangra to Kawas, misadayayho a milood, mahecad o pahatatanaman a sofitay, mica'edongay cangra to 'sapafeli no Kawas polong a sapilood a riko'.'","Cowa ko pitadi'ec aca nangra to Kawas, misadayayho a milood, mahecad o pahatatanaman a sofitay, mica'edongay cangra to ""sapafeli no Kawas polong a sapilood a riko'."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001404,',164,"Cowa ko pitadi'ec aca nangra to Kawas, misadayayho a milood, mahecad o pahatatanaman a sofitay, mica'edongay cangra to 'sapafeli no Kawas polong a sapilood a riko'.'","Cowa ko pitadi'ec aca nangra to Kawas, misadayayho a milood, mahecad o pahatatanaman a sofitay, mica'edongay cangra to ""sapafeli no Kawas polong a sapilood a riko'."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001589,',0,"'Wa misawacay kako to so'linay a kimad, onini ko sakatayni ako i hekal.'","""Wa misawacay kako to so'linay a kimad, onini ko sakatayni ako i hekal."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001589,',71,"'Wa misawacay kako to so'linay a kimad, onini ko sakatayni ako i hekal.'","""Wa misawacay kako to so'linay a kimad, onini ko sakatayni ako i hekal."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001594,',32,"Pasowalan ni Yis ko nisawawaan: 'Ano micerid kamo midofdof to sowal ako, o so'linayto a nisawawaan ako. Wa mafana' kamo to so'linay kimad, wa pasalaten no so'linay kimad kamo.'","Pasowalan ni Yis ko nisawawaan: ""Ano micerid kamo midofdof to sowal ako, o so'linayto a nisawawaan ako. Wa mafana' kamo to so'linay kimad, wa pasalaten no so'linay kimad kamo."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001594,',175,"Pasowalan ni Yis ko nisawawaan: 'Ano micerid kamo midofdof to sowal ako, o so'linayto a nisawawaan ako. Wa mafana' kamo to so'linay kimad, wa pasalaten no so'linay kimad kamo.'","Pasowalan ni Yis ko nisawawaan: ""Ano micerid kamo midofdof to sowal ako, o so'linayto a nisawawaan ako. Wa mafana' kamo to so'linay kimad, wa pasalaten no so'linay kimad kamo."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001626,',28,"Pasowal cingra ci Pilatoan, 'sakatayni ako i hekal, wa misawacay to so'linay a kimad,' sanay.","Pasowal cingra ci Pilatoan, ""sakatayni ako i hekal, wa misawacay to so'linay a kimad,"" sanay."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001626,',85,"Pasowal cingra ci Pilatoan, 'sakatayni ako i hekal, wa misawacay to so'linay a kimad,' sanay.","Pasowal cingra ci Pilatoan, ""sakatayni ako i hekal, wa misawacay to so'linay a kimad,"" sanay."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001647,',16,Misamaanay hano 'adihayay ko roray' no roma tamdaw anini hani?,"Misamaanay hano ""adihayay ko roray"" no roma tamdaw anini hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001647,',34,Misamaanay hano 'adihayay ko roray' no roma tamdaw anini hani?,"Misamaanay hano ""adihayay ko roray"" no roma tamdaw anini hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001821,',39,"Kawra, hinatalaay cangra to sakaira no 'romi'ad ni Yihofa', mipala'afo toni tatiihay a hekal.","Kawra, hinatalaay cangra to sakaira no ""romi'ad ni Yihofa"", mipala'afo toni tatiihay a hekal."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001821,',57,"Kawra, hinatalaay cangra to sakaira no 'romi'ad ni Yihofa', mipala'afo toni tatiihay a hekal.","Kawra, hinatalaay cangra to sakaira no ""romi'ad ni Yihofa"", mipala'afo toni tatiihay a hekal."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001873,',3,Wa 'padotoc a ciheci' cangra.,"Wa ""padotoc a ciheci"" cangra."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001873,',20,Wa 'padotoc a ciheci' cangra.,"Wa ""padotoc a ciheci"" cangra."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001882,',100,"Mahecaday ko harateng ni Yis, miocoran ningra ko 70 tamdaw a mitosil, samanen nga'ayay ko minaro'an 'lipahakay a minokay' cangra, pakahemekay konini ci Yisan.","Mahecaday ko harateng ni Yis, miocoran ningra ko 70 tamdaw a mitosil, samanen nga'ayay ko minaro'an ""lipahakay a minokay"" cangra, pakahemekay konini ci Yisan."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U001882,',120,"Mahecaday ko harateng ni Yis, miocoran ningra ko 70 tamdaw a mitosil, samanen nga'ayay ko minaro'an 'lipahakay a minokay' cangra, pakahemekay konini ci Yisan.","Mahecaday ko harateng ni Yis, miocoran ningra ko 70 tamdaw a mitosil, samanen nga'ayay ko minaro'an ""lipahakay a minokay"" cangra, pakahemekay konini ci Yisan."
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002006,',51,"Itiniay i saka cecay hahekalan, o roma tamdaw hano 'pa'aca' to so'linay kimad hani?","Itiniay i saka cecay hahekalan, o roma tamdaw hano ""pa'aca"" to so'linay kimad hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002006,',58,"Itiniay i saka cecay hahekalan, o roma tamdaw hano 'pa'aca' to so'linay kimad hani?","Itiniay i saka cecay hahekalan, o roma tamdaw hano ""pa'aca"" to so'linay kimad hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002024,',71,"Misamaanay o tarokos ci Pawlo hano palimo'ot to Hiprayay a Krisciyang, 'tongalen ko pisa'icel a pakalalolalok' saan hani?","Misamaanay o tarokos ci Pawlo hano palimo'ot to Hiprayay a Krisciyang, ""tongalen ko pisa'icel a pakalalolalok"" saan hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002024,',109,"Misamaanay o tarokos ci Pawlo hano palimo'ot to Hiprayay a Krisciyang, 'tongalen ko pisa'icel a pakalalolalok' saan hani?","Misamaanay o tarokos ci Pawlo hano palimo'ot to Hiprayay a Krisciyang, ""tongalen ko pisa'icel a pakalalolalok"" saan hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002038,',124,"Matawaay ci Alinta a pasowal: ""Mikawihay ko palakatay to faso tamiyanan, o roma palakatay mikitira i faso miowaw tamiyanan: 'Tada kasemeranto kamo!'","Matawaay ci Alinta a pasowal: ""Mikawihay ko palakatay to faso tamiyanan, o roma palakatay mikitira i faso miowaw tamiyanan: ""Tada kasemeranto kamo!"""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002038,',147,"Matawaay ci Alinta a pasowal: ""Mikawihay ko palakatay to faso tamiyanan, o roma palakatay mikitira i faso miowaw tamiyanan: 'Tada kasemeranto kamo!'","Matawaay ci Alinta a pasowal: ""Mikawihay ko palakatay to faso tamiyanan, o roma palakatay mikitira i faso miowaw tamiyanan: ""Tada kasemeranto kamo!"""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002077,',59,"Ma'araw ni Yihofa misarocod ko faloco'ato harateng no mita 'padotoc a ciheci,' tada o mamahemek Cingra!","Ma'araw ni Yihofa misarocod ko faloco'ato harateng no mita ""padotoc a ciheci,"" tada o mamahemek Cingra!"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002077,',77,"Ma'araw ni Yihofa misarocod ko faloco'ato harateng no mita 'padotoc a ciheci,' tada o mamahemek Cingra!","Ma'araw ni Yihofa misarocod ko faloco'ato harateng no mita ""padotoc a ciheci,"" tada o mamahemek Cingra!"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002082,',17,Sowal ni Tafiti: 'Pakiyadi han cingra a mapo'i.',"Sowal ni Tafiti: ""Pakiyadi han cingra a mapo'i."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002082,',47,Sowal ni Tafiti: 'Pakiyadi han cingra a mapo'i.',"Sowal ni Tafiti: ""Pakiyadi han cingra a mapo'i."""
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002124,',78,"Ano misetek kita to faloco'midopo to Kawas i, sasamaan Cingra padama kitaanan 'pakalowid' to mararaway a coos hani?","Ano misetek kita to faloco'midopo to Kawas i, sasamaan Cingra padama kitaanan ""pakalowid"" to mararaway a coos hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002124,',88,"Ano misetek kita to faloco'midopo to Kawas i, sasamaan Cingra padama kitaanan 'pakalowid' to mararaway a coos hani?","Ano misetek kita to faloco'midopo to Kawas i, sasamaan Cingra padama kitaanan ""pakalowid"" to mararaway a coos hani?"
c031,XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM_U002127,',25,Sanay ko sowal ni Marta: 'Mafana' kako to nika o mamiliyaw a ma'orip cingra nai patay i saikoray a romi'ad.',"Sanay ko sowal ni Marta: ""Mafana' kako to nika o mamiliyaw a ma'orip cingra nai patay i saikoray a romi'ad."""
