rule_id,file,s_id,character,position,form_before,form_after
c031,XML/hui_ben_ping_tai_picture_book_platform/Paiwan/Northern_Paiwan.xml,49738,',12,"napatinengua' ti ripun katua kaka a vavayan a 'emuce'uce'uc tua arad. kama, kama mainu sun?","napatinengua"" ti ripun katua kaka a vavayan a ""emuce'uce'uc tua arad. kama, kama mainu sun?"
c031,XML/hui_ben_ping_tai_picture_book_platform/Paiwan/Northern_Paiwan.xml,49738,',46,"napatinengua' ti ripun katua kaka a vavayan a 'emuce'uce'uc tua arad. kama, kama mainu sun?","napatinengua"" ti ripun katua kaka a vavayan a ""emuce'uce'uc tua arad. kama, kama mainu sun?"
c031,XML/wen_hua_pian_cultural_section/Atayal/FourSeasons_Atayal.xml,139,',125,"ita qalang Giran qaniy ga, qalang Pyanan ki Skikun puqing baweq calay roq cyan nha ki'an, giwan puqing calay uyi kihulan na ''pkuya rramat'', khmay ccquliq nya ru maki ywaw ptiyawun nya uyi.","ita qalang Giran qaniy ga, qalang Pyanan ki Skikun puqing baweq calay roq cyan nha ki'an, giwan puqing calay uyi kihulan na '""pkuya rramat""', khmay ccquliq nya ru maki ywaw ptiyawun nya uyi."
c031,XML/wen_hua_pian_cultural_section/Atayal/FourSeasons_Atayal.xml,139,',138,"ita qalang Giran qaniy ga, qalang Pyanan ki Skikun puqing baweq calay roq cyan nha ki'an, giwan puqing calay uyi kihulan na ''pkuya rramat'', khmay ccquliq nya ru maki ywaw ptiyawun nya uyi.","ita qalang Giran qaniy ga, qalang Pyanan ki Skikun puqing baweq calay roq cyan nha ki'an, giwan puqing calay uyi kihulan na '""pkuya rramat""', khmay ccquliq nya ru maki ywaw ptiyawun nya uyi."
c031,XML/wen_hua_pian_cultural_section/Puyuma/Zhiben_Puyuma.xml,283,',53,"nazu na mutirarahanan nu uniyan za ludus mu, kipalimi' kana viruwa, nazu na mutuwarahan na trulin lra na temuwamuwan mu, pakalrang kanizu kana kuwalengan zi maw na kemazu na walra tu ipakazaalram za tu 'a'aya'an za utirarahan.","nazu na mutirarahanan nu uniyan za ludus mu, kipalimi"" kana viruwa, nazu na mutuwarahan na trulin lra na temuwamuwan mu, pakalrang kanizu kana kuwalengan zi maw na kemazu na walra tu ipakazaalram za tu ""a'aya'an za utirarahan."
c031,XML/wen_hua_pian_cultural_section/Puyuma/Zhiben_Puyuma.xml,283,',202,"nazu na mutirarahanan nu uniyan za ludus mu, kipalimi' kana viruwa, nazu na mutuwarahan na trulin lra na temuwamuwan mu, pakalrang kanizu kana kuwalengan zi maw na kemazu na walra tu ipakazaalram za tu 'a'aya'an za utirarahan.","nazu na mutirarahanan nu uniyan za ludus mu, kipalimi"" kana viruwa, nazu na mutuwarahan na trulin lra na temuwamuwan mu, pakalrang kanizu kana kuwalengan zi maw na kemazu na walra tu ipakazaalram za tu ""a'aya'an za utirarahan."
c031,XML/wen_hua_pian_cultural_section/Amis/Malan_Amis.xml,52,',61,"Itiraay i katimol no Ka'amis si'icelay Tayan kona saniyaroaro', mansa o Katimol si'icelay a 'Amis han no mikingkiway a pangangan.","Itiraay i katimol no Ka'amis si'icelay Tayan kona saniyaroaro"", mansa o Katimol si'icelay a ""Amis han no mikingkiway a pangangan."
c031,XML/wen_hua_pian_cultural_section/Amis/Malan_Amis.xml,52,',92,"Itiraay i katimol no Ka'amis si'icelay Tayan kona saniyaroaro', mansa o Katimol si'icelay a 'Amis han no mikingkiway a pangangan.","Itiraay i katimol no Ka'amis si'icelay Tayan kona saniyaroaro"", mansa o Katimol si'icelay a ""Amis han no mikingkiway a pangangan."
c031,XML/wen_hua_pian_cultural_section/Amis/Hengchun_Amis.xml,266,',20,"sacaciyaw sa cingra 'o cima kona mamalitemoh no mako hokiya?' sa a mi sacaciyaw, so'elin sa malitemoh ningra ko widang ningra.""","sacaciyaw sa cingra ""o cima kona mamalitemoh no mako hokiya?"" sa a mi sacaciyaw, so'elin sa malitemoh ningra ko widang ningra."""
c031,XML/wen_hua_pian_cultural_section/Amis/Hengchun_Amis.xml,266,',60,"sacaciyaw sa cingra 'o cima kona mamalitemoh no mako hokiya?' sa a mi sacaciyaw, so'elin sa malitemoh ningra ko widang ningra.""","sacaciyaw sa cingra ""o cima kona mamalitemoh no mako hokiya?"" sa a mi sacaciyaw, so'elin sa malitemoh ningra ko widang ningra."""
c031,XML/wen_hua_pian_cultural_section/Saisiyat/Saisiyat.xml,145,',67,tatini' komoSa' hiya' a tomal kin kayzaeh mowa:i' tomalek ka pazay 'inimita'?,"tatini' komoSa' hiya' a tomal kin kayzaeh mowa:i' tomalek ka pazay ""inimita""?"
c031,XML/wen_hua_pian_cultural_section/Saisiyat/Saisiyat.xml,145,',75,tatini' komoSa' hiya' a tomal kin kayzaeh mowa:i' tomalek ka pazay 'inimita'?,"tatini' komoSa' hiya' a tomal kin kayzaeh mowa:i' tomalek ka pazay ""inimita""?"
c031,XML/yue_du_shu_xie_pian_reading_writing/Atayal/Zeaol_Atayal.xml,15,',177,"slaliy, niya mgluw m'umah yaya ki la'i knerin. ini ga ga txiy ku m'ilang ma la'i knerin, mkilux kayan ungat inlungan nya m'umah, ini kbsya helaw mhngi tkmu mtsasi. yaya hiya ga 'ngyat mtzinah m'umah, mutuw nya ks'angun krryax ku la'i. ""atuni ini su p'umah, ps'utang su la.''","slaliy, niya mgluw m'umah yaya ki la'i knerin. ini ga ga txiy ku m'ilang ma la'i knerin, mkilux kayan ungat inlungan nya m'umah, ini kbsya helaw mhngi tkmu mtsasi. yaya hiya ga ""ngyat mtzinah m'umah, mutuw nya ks'angun krryax ku la'i. ""atuni ini su p'umah, ps'utang su la.""'"
c031,XML/yue_du_shu_xie_pian_reading_writing/Atayal/Zeaol_Atayal.xml,15,',272,"slaliy, niya mgluw m'umah yaya ki la'i knerin. ini ga ga txiy ku m'ilang ma la'i knerin, mkilux kayan ungat inlungan nya m'umah, ini kbsya helaw mhngi tkmu mtsasi. yaya hiya ga 'ngyat mtzinah m'umah, mutuw nya ks'angun krryax ku la'i. ""atuni ini su p'umah, ps'utang su la.''","slaliy, niya mgluw m'umah yaya ki la'i knerin. ini ga ga txiy ku m'ilang ma la'i knerin, mkilux kayan ungat inlungan nya m'umah, ini kbsya helaw mhngi tkmu mtsasi. yaya hiya ga ""ngyat mtzinah m'umah, mutuw nya ks'angun krryax ku la'i. ""atuni ini su p'umah, ps'utang su la.""'"
c031,XML/yue_du_shu_xie_pian_reading_writing/Atayal/Zeaol_Atayal.xml,16,',233,"utux ryax niya ngyat tmabun, kmwih tikay hyan, mpurung pazih la! kblayun nya pazih ru kmwih tikay lozi, phuw lawzi bingan nya! kintugan nya kmwih, sungun mphuw! memaw ya'ih inlungan nya, nanu lnglung maha: ""huwa siki m'buk ru m'umah!'' siy txiy, niya mbci lungan la'i hani lru nyalun nya kmwih, mphuw lozi bingan nya. nanu nangi pmhngi tikay ru 'siy nya bta'iy byux nya. minkux ru tnahun nya nanak, ana nya siy ht'iy ga sungun ini ba'iy phtuw. ini kbsya, yaku bingan memaw nya htgan kalux kumis, ana kwara hi nya niya mt'iyuw uzi la. sawn kani mta'yux lga m'ilang la'i knerin ima ba niya mt'iyuw ru kyan lipung m'yungay la.","utux ryax niya ngyat tmabun, kmwih tikay hyan, mpurung pazih la! kblayun nya pazih ru kmwih tikay lozi, phuw lawzi bingan nya! kintugan nya kmwih, sungun mphuw! memaw ya'ih inlungan nya, nanu lnglung maha: ""huwa siki m'buk ru m'umah!""' siy txiy, niya mbci lungan la'i hani lru nyalun nya kmwih, mphuw lozi bingan nya. nanu nangi pmhngi tikay ru ""siy nya bta'iy byux nya. minkux ru tnahun nya nanak, ana nya siy ht'iy ga sungun ini ba'iy phtuw. ini kbsya, yaku bingan memaw nya htgan kalux kumis, ana kwara hi nya niya mt'iyuw uzi la. sawn kani mta'yux lga m'ilang la'i knerin ima ba niya mt'iyuw ru kyan lipung m'yungay la."
c031,XML/yue_du_shu_xie_pian_reading_writing/Atayal/Zeaol_Atayal.xml,16,',345,"utux ryax niya ngyat tmabun, kmwih tikay hyan, mpurung pazih la! kblayun nya pazih ru kmwih tikay lozi, phuw lawzi bingan nya! kintugan nya kmwih, sungun mphuw! memaw ya'ih inlungan nya, nanu lnglung maha: ""huwa siki m'buk ru m'umah!'' siy txiy, niya mbci lungan la'i hani lru nyalun nya kmwih, mphuw lozi bingan nya. nanu nangi pmhngi tikay ru 'siy nya bta'iy byux nya. minkux ru tnahun nya nanak, ana nya siy ht'iy ga sungun ini ba'iy phtuw. ini kbsya, yaku bingan memaw nya htgan kalux kumis, ana kwara hi nya niya mt'iyuw uzi la. sawn kani mta'yux lga m'ilang la'i knerin ima ba niya mt'iyuw ru kyan lipung m'yungay la.","utux ryax niya ngyat tmabun, kmwih tikay hyan, mpurung pazih la! kblayun nya pazih ru kmwih tikay lozi, phuw lawzi bingan nya! kintugan nya kmwih, sungun mphuw! memaw ya'ih inlungan nya, nanu lnglung maha: ""huwa siki m'buk ru m'umah!""' siy txiy, niya mbci lungan la'i hani lru nyalun nya kmwih, mphuw lozi bingan nya. nanu nangi pmhngi tikay ru ""siy nya bta'iy byux nya. minkux ru tnahun nya nanak, ana nya siy ht'iy ga sungun ini ba'iy phtuw. ini kbsya, yaku bingan memaw nya htgan kalux kumis, ana kwara hi nya niya mt'iyuw uzi la. sawn kani mta'yux lga m'ilang la'i knerin ima ba niya mt'iyuw ru kyan lipung m'yungay la."
c031,XML/yue_du_shu_xie_pian_reading_writing/Atayal/Zeaol_Atayal.xml,19,',158,"skahun kay na Tayan mita, biru hani ga yuwaw na Tayan. niya smungus tinlalu na s'uli, ana ga pyang nya balay yuwaw na Tayan hiya ga niya nya skayan yuwaw na ''s'uli'', kwara s'uli hiya ga Tayan kwara lalu nya.","skahun kay na Tayan mita, biru hani ga yuwaw na Tayan. niya smungus tinlalu na s'uli, ana ga pyang nya balay yuwaw na Tayan hiya ga niya nya skayan yuwaw na '""s'uli""', kwara s'uli hiya ga Tayan kwara lalu nya."
c031,XML/yue_du_shu_xie_pian_reading_writing/Atayal/Zeaol_Atayal.xml,19,',164,"skahun kay na Tayan mita, biru hani ga yuwaw na Tayan. niya smungus tinlalu na s'uli, ana ga pyang nya balay yuwaw na Tayan hiya ga niya nya skayan yuwaw na ''s'uli'', kwara s'uli hiya ga Tayan kwara lalu nya.","skahun kay na Tayan mita, biru hani ga yuwaw na Tayan. niya smungus tinlalu na s'uli, ana ga pyang nya balay yuwaw na Tayan hiya ga niya nya skayan yuwaw na '""s'uli""', kwara s'uli hiya ga Tayan kwara lalu nya."
c031,XML/jiu_jie_jiao_cai_nine_level_materials/Amis/Xiuguluan_Amis.xml,3199,',23,"Pasowal ko kaka^ ako, ''O ilisin no niyaro' ko kakaoronan niyam i Tay-pak.'' saan.","Pasowal ko kaka^ ako, '""O ilisin no niyaro' ko kakaoronan niyam i Tay-pak.""' saan."
c031,XML/jiu_jie_jiao_cai_nine_level_materials/Amis/Xiuguluan_Amis.xml,3199,',74,"Pasowal ko kaka^ ako, ''O ilisin no niyaro' ko kakaoronan niyam i Tay-pak.'' saan.","Pasowal ko kaka^ ako, '""O ilisin no niyaro' ko kakaoronan niyam i Tay-pak.""' saan."
