xml_file,text_id,sentence_id,xml_type,formosan_lang,target_lang,record_id,pair,status,high_risk_issues,review_issues,form,translation,raw_path,source_url
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000018,lexical,ami,eng,GLOSBE_DICT_c24012aaeca459b4,"ami,en",pass,,,kiso,you,data/raw/html/static/ami_en/kiso.html,https://glosbe.com/ami/en/kiso
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000019,lexical,ami,eng,GLOSBE_DICT_94209ad42eace5da,"ami,en",pass,,,kita,we,data/raw/html/static/ami_en/kita.html,https://glosbe.com/ami/en/kita
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000020,lexical,ami,eng,GLOSBE_DICT_05b23288aff070b0,"ami,en",pass,,,ko,do,data/raw/html/static/ami_en/ko.html,https://glosbe.com/ami/en/ko
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000020,lexical,ami,eng,GLOSBE_DICT_962c7ab6ed2778b2,"ami,en",pass,,,ko,from,data/raw/html/static/ami_en/ko.html,https://glosbe.com/ami/en/ko
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000021,lexical,ami,eng,GLOSBE_DICT_485c162440d7057d,"ami,en",pass,,,loma',house,data/raw/html/static/ami_en/loma%27.html,https://glosbe.com/ami/en/loma%27
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000022,lexical,ami,eng,GLOSBE_DICT_10eb604fa97149dd,"ami,en",pass,,,maanan,what,data/raw/html/static/ami_en/maanan.html,https://glosbe.com/ami/en/maanan
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000023,lexical,ami,eng,GLOSBE_DICT_7ac4a1459d7e591f,"ami,en",pass,,,mama,father,data/raw/html/static/ami_en/mama.html,https://glosbe.com/ami/en/mama
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000024,lexical,ami,eng,GLOSBE_DICT_d0cf1cf2ba23e073,"ami,en",pass,,,miheca,age,data/raw/html/static/ami_en/miheca.html,https://glosbe.com/ami/en/miheca
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000024,lexical,ami,eng,GLOSBE_DICT_0e35d8f9fe34f4c5,"ami,en",pass,,,miheca,since,data/raw/html/static/ami_en/miheca.html,https://glosbe.com/ami/en/miheca
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000024,lexical,ami,eng,GLOSBE_DICT_9c49ac0a8cd3b66b,"ami,en",pass,,,miheca,year,data/raw/html/static/ami_en/miheca.html,https://glosbe.com/ami/en/miheca
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000025,lexical,ami,eng,GLOSBE_DICT_b55198380a2b46d2,"ami,en",pass,,,nanom,water,data/raw/html/static/ami_en/nanom.html,https://glosbe.com/ami/en/nanom
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000026,lexical,ami,eng,GLOSBE_DICT_e728ba3ab032e6f0,"ami,en",pass,,,nga'ay,if,data/raw/html/static/ami_en/nga%CB%88ay.html,https://glosbe.com/ami/en/nga%CB%88ay
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000027,lexical,ami,eng,GLOSBE_DICT_8c390e8ba7923948,"ami,en",pass,,,nga'ayay,respect,data/raw/html/static/ami_en/nga%CB%88ayay.html,https://glosbe.com/ami/en/nga%CB%88ayay
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000028,lexical,ami,eng,GLOSBE_DICT_6f8a241c3aabb9ed,"ami,en",pass,,,nira,her,data/raw/html/static/ami_en/nira.html,https://glosbe.com/ami/en/nira
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000028,lexical,ami,eng,GLOSBE_DICT_e7d693fa682eb41b,"ami,en",pass,,,nira,his,data/raw/html/static/ami_en/nira.html,https://glosbe.com/ami/en/nira
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000029,lexical,ami,eng,GLOSBE_DICT_4c4edebbb8e0d389,"ami,en",pass,,,no,of,data/raw/html/static/ami_en/no.html,https://glosbe.com/ami/en/no
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000030,lexical,ami,eng,GLOSBE_DICT_a8972cd8f7d69b85,"ami,en",pass,,,roma,another,data/raw/html/static/ami_en/roma.html,https://glosbe.com/ami/en/roma
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000030,lexical,ami,eng,GLOSBE_DICT_c4cb32d677b1809f,"ami,en",pass,,,roma,different,data/raw/html/static/ami_en/roma.html,https://glosbe.com/ami/en/roma
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000030,lexical,ami,eng,GLOSBE_DICT_e8d267ffb1871c7c,"ami,en",pass,,,roma,other,data/raw/html/static/ami_en/roma.html,https://glosbe.com/ami/en/roma
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000031,lexical,ami,eng,GLOSBE_DICT_d71275e961b5e6fc,"ami,en",pass,,,salikaka,siblings,data/raw/html/static/ami_en/salikaka.html,https://glosbe.com/ami/en/salikaka
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000031,lexical,ami,eng,GLOSBE_DICT_c37ecdbf7eb720f2,"ami,en",pass,,,salikaka,sister,data/raw/html/static/ami_en/salikaka.html,https://glosbe.com/ami/en/salikaka
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000032,lexical,ami,eng,GLOSBE_DICT_9a478a95902d0fbe,"ami,en",pass,,,sowal,language,data/raw/html/static/ami_en/sowal.html,https://glosbe.com/ami/en/sowal
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000032,lexical,ami,eng,GLOSBE_DICT_6b5678cf4349ca9d,"ami,en",pass,,,sowal,say,data/raw/html/static/ami_en/sowal.html,https://glosbe.com/ami/en/sowal
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000032,lexical,ami,eng,GLOSBE_DICT_7f44175b96ecd713,"ami,en",pass,,,sowal,state,data/raw/html/static/ami_en/sowal.html,https://glosbe.com/ami/en/sowal
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000033,lexical,ami,eng,GLOSBE_DICT_286493621068eb8d,"ami,en",pass,,,tamdaw,man,data/raw/html/static/ami_en/tamdaw.html,https://glosbe.com/ami/en/tamdaw
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000033,lexical,ami,eng,GLOSBE_DICT_e1a69b6b3077ead2,"ami,en",pass,,,tamdaw,perfect,data/raw/html/static/ami_en/tamdaw.html,https://glosbe.com/ami/en/tamdaw
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000033,lexical,ami,eng,GLOSBE_DICT_cf0cbeda861f8642,"ami,en",pass,,,tamdaw,root,data/raw/html/static/ami_en/tamdaw.html,https://glosbe.com/ami/en/tamdaw
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000034,lexical,ami,eng,GLOSBE_DICT_d358b553ab5806b3,"ami,en",pass,,,tayra,go,data/raw/html/static/ami_en/tayra.html,https://glosbe.com/ami/en/tayra
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000035,lexical,ami,eng,GLOSBE_DICT_666e7b9cd4c29542,"ami,en",pass,,,tireng,body,data/raw/html/static/ami_en/tireng.html,https://glosbe.com/ami/en/tireng
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000036,lexical,ami,eng,GLOSBE_DICT_706e6ce65f33ec10,"ami,en",pass,,,to,when,data/raw/html/static/ami_en/to.html,https://glosbe.com/ami/en/to
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000037,lexical,ami,eng,GLOSBE_DICT_8e0e3ae909a8bca6,"ami,en",pass,,,wawa,child,data/raw/html/static/ami_en/wawa.html,https://glosbe.com/ami/en/wawa
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000037,lexical,ami,eng,GLOSBE_DICT_14f0bb5218961ba5,"ami,en",pass,,,wawa,children,data/raw/html/static/ami_en/wawa.html,https://glosbe.com/ami/en/wawa
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000037,lexical,ami,eng,GLOSBE_DICT_889d70e600f0d138,"ami,en",pass,,,wawa,kids,data/raw/html/static/ami_en/wawa.html,https://glosbe.com/ami/en/wawa
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000037,lexical,ami,eng,GLOSBE_DICT_2c14fe01e2114da9,"ami,en",pass,,,wawa,offspring,data/raw/html/static/ami_en/wawa.html,https://glosbe.com/ami/en/wawa
Final_XML/ami/Glosbe_ami_eng_lexical.xml,GLOSBE_ami_eng_LEXICAL,GLOSBE_ami_eng_LEXICAL_U000038,lexical,ami,eng,GLOSBE_DICT_dd95834dfc191fc6,"ami,en",pass,,,wina,mother,data/raw/html/static/ami_en/wina.html,https://glosbe.com/ami/en/wina
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000001,tmem,ami,eng,GLOSBE_STATIC_44c4ba8a6ccb385dfc85,"ami,en",pass,,,"Nikawrira aka a matawal, o samangahay nga'ay milipalaw to tao, kawra cowa ka lipalaw ci Yihofa.","However, we should remember that such deceitful people cannot keep anything secret from Jehovah, for ""all things are naked and openly exposed"" to him.",data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000002,tmem,ami,eng,GLOSBE_STATIC_0923f67a3d37abd45644,"ami,en",pass,,,"Mihaen to demak o midoedoay ci Yisan, aka kao papotal aca ko nengnengen a misawkit to tamdaw.",That is the only way to obey Jesus and stop judging by the outward appearance.,data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000003,tmem,ami,eng,GLOSBE_STATIC_7e742d48be3755e46563,"ami,en",pass,,,"Wa mi'imer kako to niyah ato wawa, aka pakidem a minengneng to milawlaay a kamok anca lalakaw han?","Do we limit our children's exposure, and even our own, to certain programs or reading material?",data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000004,tmem,ami,eng,GLOSBE_STATIC_9063e1f09b50dd846e95,"ami,en",pass,,,"Mihayi to raraw, aka pisimed to raraw.",Confess and abandon secret sins.,data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000005,tmem,ami,eng,GLOSBE_STATIC_4689a9c2548f3303d227,"ami,en",pass,,,"Aka mapawan, pakayniay saka ciepoc no mita ko miharatengan ni Yihofa.","Yes, let us never forget that Jehovah has our best interests at heart.",data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000006,tmem,ami,eng,GLOSBE_STATIC_ed8aba8e22d44cde32e8,"ami,en",pass,,,"Palimo'otay cingra kitaanan, 'aka madenga nonini a hekal,' sanay, mahecad o masowalay isa'ayaw a lalakaw, sasinanoten ita a miliyas ko pinengneng ato harateng no hekal.","The preceding article helped us to appreciate that in order to ""stop being molded by this system of things,"" we must refuse to feed on worldly viewpoints and attitudes.",data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000007,tmem,ami,eng,GLOSBE_STATIC_05e07c8d3149388cc5af,"ami,en",pass,,,"Kawra, ano awaay ko wacay no Fangcalay Cudad, aka a pasowal iraay ko mitaypiyaway a tatodong no ma'oningay i Fangcalay Cudad.""","Otherwise, we ought to be reluctant to assign an antitypical application to a certain person or account if there is no specific Scriptural basis for doing so.""",data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000008,tmem,ami,eng,GLOSBE_STATIC_c0eec924e6331b393576,"ami,en",pass,,,"Aka marawraw, iraay ko matiraay tisowanan a tamdaw.","An elder in Britain admits: ""There can be a measure of nervousness in preparing for guests.",data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000009,tmem,ami,eng,GLOSBE_STATIC_dedda3b39769e2da4af7,"ami,en",pass,,,"Mihaenay haw i, so'li'lin caka nga'ay ko ngiha' ita, aka sawad saan romadiw pahemek ci Yihofaan.",So why should we let our imperfect singing voices stop us from praising Jehovah in song?,data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000010,tmem,ami,eng,GLOSBE_STATIC_725dd6c648b92f755d0e,"ami,en",pass,,,"Nalifetan No Tamdaw, Seteken ko Faloco' Aka a Matoled Makesem","Life Story, Determined Not to Let My Hands Drop",data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000011,tmem,ami,eng,GLOSBE_STATIC_37685165d4e9f7bd97df,"ami,en",pass,,,"Aka matalaw to 'ada,","Fear them not, O my beloved,; Though our enemies will fight it,",data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
Final_XML/ami/Glosbe_ami_eng_tmem.xml,GLOSBE_ami_eng_TMEM,GLOSBE_ami_eng_TMEM_U000012,tmem,ami,eng,GLOSBE_STATIC_b944be746277dc58f5bb,"ami,en",pass,,,"""Aka pasowal toya, 'nawiro ikaka no aniniay ko nika nga'ay no iti:yaayho a romi'ad saw?'","""Do not say, 'Why were the former days better than these?'",data/raw/html/static/ami_en/Aka/fragment_page_1.html,https://glosbe.com/ami/en/Aka/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=
