record_id,source_sentence_clean,target_sentence_clean,origin,legacy_source_id,legacy_duplicate_rows,source_url,raw_path
GLOSBE_STATIC_6f56471e1cc8b6d934dd,"Ngaˈayay pafelien no Kawas ko cidal to taˈangayay a ˈicel, wa awa ko pakayraan Ningra pafeli kitanan to haˈicel a misaysay to pasangaray han?","上帝能讓太陽充滿巨大的能量,難道他無法賜我們足夠的力量去應付難題嗎?",current_scrape_reviewed_match,Amis_13,8,https://glosbe.com/ami/zh/a/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=,data/raw/html/static/ami_zh/a/fragment_page_1.html
GLOSBE_STATIC_75d9fb8d2b80a7133e43,Ngaˈayay saka dademaken ita ko Tengilen Mihakelong ko Kawas Tahadaˈoc a Maˈorip.,我們可以運用《聽從上帝得永生》這本冊子。,current_scrape_reviewed_match,Amis_14,5,https://glosbe.com/ami/zh/a/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=,data/raw/html/static/ami_zh/a/fragment_page_1.html
GLOSBE_STATIC_161f730563921ecb6fff,"Misamaanay hano pakasoˈlin kita, mafanaˈay ci Yihofa to misaaliay to sahinom ko mararomay a tamdaw?",為什麼我們能確信耶和華了解悲傷的人需要安慰?,current_scrape_reviewed_match,Amis_15,6,https://glosbe.com/ami/zh/a/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=,data/raw/html/static/ami_zh/a/fragment_page_1.html
GLOSBE_STATIC_935867aaee69c4d27e9e,Siniˈada Tano Sowal ato Waywayan Paihkal a Capeling,仁慈以言語和行動顯出的特質,current_scrape_reviewed_match,Amis_243,2,https://glosbe.com/ami/zh/a/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=,data/raw/html/static/ami_zh/a/fragment_page_1.html
GLOSBE_STATIC_4d47d68035a4efdd0f7a,"Mihaenay, ano tosilen ita ko hatiniay tamdaw i, sapitengilaw cangra to mitenakan ita a hatokel halatek.","因此,當我們跟這些人傳道時,他們可能會想听听我們傳講的希望。",current_scrape_reviewed_match,Amis_17,7,https://glosbe.com/ami/zh/a/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=,data/raw/html/static/ami_zh/a/fragment_page_1.html
GLOSBE_STATIC_4058c5a1b86fcccbb685,"Kako, wina ato safa ci Kerikori itiniay ngata no Tuluan a mitosil, wa misinanot kami.","我跟媽媽和弟弟格里戈雷在圖倫附近的村莊傳道,不過我們必須小心機警。",current_scrape_reviewed_match,Amis_41,7,https://glosbe.com/ami/zh/a/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=,data/raw/html/static/ami_zh/a/fragment_page_1.html
GLOSBE_STATIC_c676ce39b294149f2263,"Maharatengayho ako pafelian no fofo kako tono Takalok sowal a cudad, ato Fangcalay Cudad.","我記得外公給我看了一些他加祿語書刊,像是聖經還有幾本小冊子,分別是《保護》、《安全》、《揭露》。",current_scrape_reviewed_match,Amis_42,5,https://glosbe.com/ami/zh/a/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=,data/raw/html/static/ami_zh/a/fragment_page_1.html
GLOSBE_STATIC_6b39693e00dc78c65eba,"Anca ngaˈayay saka dademaken koniya kacingangan a toki, patenak to ngaˈayay lihaf sanay han?",或者認為可以利用知名度來推廣好消息嗎?,current_scrape_reviewed_match,Amis_247,5,https://glosbe.com/ami/zh/a/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=,data/raw/html/static/ami_zh/a/fragment_page_1.html
GLOSBE_STATIC_c8c1e3c604f588af9b86,"Ano micudaday kako itiya tono holic i, wa mahecad cangranan a mala pingkosi.","如果當初我讀法律的話,大概也會跟他們一樣當律師。",current_scrape_reviewed_match,Amis_248,5,https://glosbe.com/ami/zh/a/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=,data/raw/html/static/ami_zh/a/fragment_page_1.html
GLOSBE_STATIC_af927a1a7ab2bb76b1e8,O soˈlinay a kimad ko safaked to tatelecan (Nengnengen ko 3-5 fatac),真理的腰帶(見第3-5段),current_scrape_reviewed_match,Amis_5256,0,https://glosbe.com/ami/zh/a/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=,data/raw/html/static/ami_zh/a/fragment_page_1.html
GLOSBE_STATIC_cfcca38b2b7636ed3ee2,"(Yopu 7:16; 14:13) Ci Yona midemakay to sapatorod no Kawas a demak, kawra mafalicay ko pakayraan hato matoleday cingra, mihaenay ko sowal ni Yona: “[Yihofaaw], nanay patayen kako imatini.","約伯記7:16;14:13)約拿則是執行了上帝委派的工作,但後來情況的轉變令他失望,所以約拿說:“耶和華啊,現在求你取去我的性命,因為我死了比活著還好。”(",current_scrape_reviewed_match,Amis_23,12,https://glosbe.com/ami/zh/a/fragment/tmem?page=1&mode=MUST&stem=true&includedAuthors=&excludedAuthors=,data/raw/html/static/ami_zh/a/fragment_page_1.html
GLOSBE_REVIEWED_ZHO_975e783606906668,Mikitini pirikec no Kawas ci Sipnaan mamananam ita ko maanan?,我們可以從上帝管教舍伯那的經歷學到什麼?,joseph_reviewed_traditional,Amis_1,4,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_8ad27a26267a651e,"Ikor, padamaan no wama wina ato romaroma salikaka, matooray ningra ko no'adingoan palinian, malo miceriday misakafahay.","後來,這個姊妹在父母和其他弟兄姊妹的幫助下,達到了她的屬靈目標,成為正規先驅。",joseph_reviewed_traditional,Amis_3,2,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_0538cd3944509f27,"Mihaenay ano icowaay ci Yihofa ato fangcalay saocor Ningra, iraay itira ko pasalat.","這也說明瞭耶和華和他的靈在哪裡,哪裡就有自由。",joseph_reviewed_traditional,Amis_4,3,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_78dbf18cc643ceb1,Fana'en ko tamdaw.,願他們聽真理。,joseph_reviewed_traditional,Amis_6,1,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_0f6035f2bd4e6d97,"Mihaen ko harateng nangra halatek, ""Maanen ako ko demak ta mapa'orip kako saw?""",他們也許會想:“我要做什麼才能得救?”,joseph_reviewed_traditional,Amis_7,5,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_bd1851d0e911cf67,"Mafana'ay Kako tisowanan, mafana'ay to manan ko raraw iso, kawra mafana'ay Kako to faloco' iso—maolahay Kako tisowanan.'","我了解你,知道你做過哪些錯事,但我也知道你的心。 我很愛你。’",joseph_reviewed_traditional,Amis_8,5,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_f53e0d5e38527050,"Nengnengen ko ""Salicay no Mi'osiay Tamdaw"".",請看本期的“讀者來函”。,joseph_reviewed_traditional,Amis_9,2,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_9710aa16955877bb,"O pakayraan ni Hosiya micada to fafahi ci Komilan, mamananam ita ko maanan?",我們從何西阿對待妻子歌篾的方式學到什麼?,joseph_reviewed_traditional,Amis_12,7,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_ec43b952e9d6c318,"Isaka 1520 lalintadan, ci Lefifor mihongyakan ko Fangcalay Cudad malo sowal no Frans.","16世紀20年代,勒菲弗爾把聖經翻譯成大眾熟悉的法語。",joseph_reviewed_traditional,Amis_16,3,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_03bc7c74cfd11145,"Toni pina miheca, marariday kako masomad matoled ko faloco'.","過去這幾年,我經常感到悲傷和憂鬱。",joseph_reviewed_traditional,Amis_18,3,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_b71c63fb60c33016,Pakahemeken ko Kawas.,全心全意讚美上帝。,joseph_reviewed_traditional,Amis_19,1,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_743ecdac68c68f44,Misongila'an iso mi'osi ko ingataay liyad no Mikecolay han?,你仔細讀過最近幾期《守望臺》的內容嗎?,joseph_reviewed_traditional,Amis_20,3,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_5714eebd133d037c,O so'linay a kimad ko safaked to tatelecan (Nengnengen ko 3-5 fatac),真理的腰帶(見第3-5段),joseph_reviewed_traditional,Amis_21,5,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_e5954edf92f5897e,"Midotim to ta'arawan ni Yis, wa pakalalok kitanan ciharateng to tao (Nengnengen ko saka 10, 11 fatac)","沉思耶穌的榜樣會推動我們關心別人(見第10,11段)",joseph_reviewed_traditional,Amis_22,4,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_dc5c338648af711a,Tahatanamay ko'alomanay tamdaw to so'linay ko sowal i'Olic 64:10.,許多人親身體驗詩篇64:10的話真實可信。,joseph_reviewed_traditional,Amis_24,4,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_60ece95668ee7f59,"Kalimelaan i padamaan ningra ko'alomanay, cipinang to mala'osiay ko piliyaw ni Yis ma'orip to'Olic 16:10.","更重要的是,他幫助群眾明白耶穌的復活應驗了詩篇16:10。",joseph_reviewed_traditional,Amis_25,3,https://glosbe.com/ami/zh/ko,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_a7f1074adfc6ba1f,"Kasemeran no tamdamdaw,","全人類都當稱頌你,",joseph_reviewed_traditional,Amis_27,1,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_cd61f8fc14f76d9a,Ci Yihofa O'Icel no Mita,耶和華是我們的力量,joseph_reviewed_traditional,Amis_29,3,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_159693ba669870c4,8 Kaemangho ci Yis milifetayto to patay no salawina.,8 耶穌年輕時也曾痛失親友。,joseph_reviewed_traditional,Amis_30,4,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_b6194234827d9b01,"Pakayni to noka'orip no kaemanganho ni Yis, o matiliday ni Matay aci Luka hano caka hahecad?","關於耶穌早年的生活,為什麼馬太的記載和路加的記載有所不同?",joseph_reviewed_traditional,Amis_32,5,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_e6f5ede11c5b9137,O sapakokot noni maomahay matiliday i cecay pecih no koreng,陶片記載一個田裡的工人提出的申訴,joseph_reviewed_traditional,Amis_35,5,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_730c6b8c6fb0235d,"Tatodong no makeroay i cepi' i, ""o wacay sanay a makeroay maro'ay i cepi' no lafang a mi'iwa'iw to tireng.""",膝上舞是指“穿著暴露的舞者坐在客人的腿上扭動身體的舞蹈”。,joseph_reviewed_traditional,Amis_36,7,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_66e4d7da0b7032c4,"(Kasadakan 33:12-17) Anini, ano mafana' ci Yihofa to ngangan no mita, wa milifok kita to adihayay sapalemed.","出埃及記33:12-17)今天,如果耶和華認識我們,我們也會得到許多福分。",joseph_reviewed_traditional,Amis_40,9,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_21a9d17af5d9d083,"Pafangcalen ngangan no Kawas,","我們要彰顯上帝聖名,",joseph_reviewed_traditional,Amis_43,2,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_d08ba60effe105dc,O Cima ko Mihalamhaman no Mata Iso?,你的眼睛仰望誰?,joseph_reviewed_traditional,Amis_46,4,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_bd0d15119555e106,"O saki'ok no Kawas ci Aprahaman, samaanay paihkal to wa ira ko Lakoing i sera no ikor?",上帝向亞伯拉罕提出的保證怎樣表明未來地上會有樂園?,joseph_reviewed_traditional,Amis_47,7,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_253832fc344a72a0,Patenak ngangan no Kawas.,顯揚上帝偉大聖名。,joseph_reviewed_traditional,Amis_48,2,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_404753895c1747d7,"Palidlid sato ko wina pakaso'lin to so'linay kimad ko sapasifana' no Misawacayay Tamdaw ni Yihofa, saka micadaay to ino' cingra isaka 1952 a miheca.","媽媽漸漸相信耶和華見證人所教的是真理,並在1952年受浸。",joseph_reviewed_traditional,Amis_49,7,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_e9a3ac848b5788ae,"O mamida'oc ko'orip i sera a tamdaw, o rarihaked a milifok to maamaan a kinaira no sera.",有希望在地上享永生的人會充分享受地球最佳的出產。,joseph_reviewed_traditional,Amis_50,6,https://glosbe.com/ami/zh/no,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_50729c5e2d148637,"Sowal ni Yis: ""Ano caay ko nipafaloco'an no miocoray i takowanan a Wama ko tamdaw a papiraod i takowanan i, awaay ko mamaedeng a tayni i takowanan.""","耶穌說:“要不是差我來的父親吸引人,就沒有人能到我這裡來。”(",joseph_reviewed_traditional,Amis_51,8,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_c818ee8054f7430e,Misapoener ko faloco'misalof to waywayan no niyah wa milifok to sapalemed no Kawas (Nengnengen ko saka 8-10 fatac),謙卑地調整自己的態度就會得到上帝所賜的福(見第8-10段),joseph_reviewed_traditional,Amis_52,3,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_3cd43217197ed826,"Itini i mitepangan a cudad ita, o coka ni Pawlo, cowa ko mikitiniay i materekay a coka no likisi a micokaay.","在我們的出版物中,描繪保羅的圖片並不是根據已經證實的考古資料。",joseph_reviewed_traditional,Amis_53,6,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_9454907346ce720d,Misamaanay hano kaliki a sawaden no Israil tamdaw ko sapatorod no Kawas a demak hani?,"既然如此,猶太人為什麼能那麼快就將上帝交託的工作放下不管呢?",joseph_reviewed_traditional,Amis_54,3,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_0f5360fb55471d53,"Nga'ayay lihaf no Kitakit,","王國的信息多麼美好,",joseph_reviewed_traditional,Amis_55,1,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_1e042dbe2ea788c0,"26 Nalifetan No Tamdaw —Yo Adihay ko Rawraw ato Rarom Ako i,Mihinom ci Yihofa Takowanan","26頁 人物生平——每當我多憂多慮,耶和華都安慰我",joseph_reviewed_traditional,Amis_56,7,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_90cb489538fd834a,"Ci Yasen, o kaemangayho a malohemay malitengay, sanay cingra: ""Tiya manilnil kako i, maharateng ko'inorong no niyah tada ta'angayay ko saroero.""","賈森是位年輕的長老,他說:“我剛被任命的時候,一想到自己的職責就覺得壓力很大。”",joseph_reviewed_traditional,Amis_57,6,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_35cb1778af6c3f2c,"Toya papacem, mifohat ci Yohani to paetang i makelitay ko tarodo' no kamay, tangongolay ko doka'.","不過約翰想要幫爸爸送信,所以他用布把流血的手指包紮起來,就去送信了。",joseph_reviewed_traditional,Amis_58,5,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_9d5b0800c5b91d2f,"Malotayayto ci Taniayer, paca'of cingra: ""Ko'daway ko wadis no matefaday fo'is!""","達妮埃爾已經累壞了,她答道:“隕石的牙齒比較長!”",joseph_reviewed_traditional,Amis_59,2,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_4a37de8ffddebd50,"Matira o sapali'ayaw no Fangcalay Cudad, ci Yihofa naitiniay i'kasakitakit, kasangasaw, kasafinacadan' palisopsop to'alomanay a tamdaw, o ""masasi romaromaay ko sowal nangra,"" mala o ""ci'icelay a kitakit"", mata'lifayto ko 800 a'ofad ko ka'aloman nangra.","正如聖經預告,耶和華從“所有國族、部族、民族、語言”中召集一大群人,他們組成了一個“強盛”的國,人數已經超過八百萬。",joseph_reviewed_traditional,Amis_60,6,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_dda69606b4e321fa,O maanan a lalangian ko mihaian no Fangcalay Cudad a malalikong? O roma Krisciyang hano misa'osi caka malalikong?,聖經認可離婚的唯一理由是什麼? 為什麼有些基督徒沒有選擇離婚?,joseph_reviewed_traditional,Amis_61,2,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_923bef51273547a7,"11 O roma sapicowat to kalacecay a pakayraan i, dotimen ko tatodong no tahapinangan a dafong i Piharatengan to Kapatay ni Yis a Sa'opo.","哥林多前書11:23-25)無酵餅象徵耶穌無罪的身體,紅葡萄酒則代表他流出的血。",joseph_reviewed_traditional,Amis_62,5,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_fdc895132efca755,Ano ira ko pasalat a mipili' hano cowa ko aira ko fadangalan misa'osi to palinian no nga'ayay ato tatiihay hani?,"他們有這種想法是因為沒看出,有選擇的自由跟有權決定是非標準是兩回事。",joseph_reviewed_traditional,Amis_63,6,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_7743fa14ced8abbd,Tano pakidemay spalak ko sapi'odis ni satan kitaana milalang ko mirikecay saroeor no cafay micudad misafelit no paro no loma' (Nenengen ko 14 fatac),撒但用政府的禁令、同學的壓力、家人的反對等強硬的手段來對付我們(見第14段),joseph_reviewed_traditional,Amis_64,2,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_03b753787340d06f,"O pa'oripay ci Yis ato sakakaay a saysi, samaanay pa'icel to nika pakaso'lin ita to sida'it no Kawas?","耶穌是我們的救贖者也是大祭司,明白這點怎樣使我們更確信能得蒙上帝的慈悲?",joseph_reviewed_traditional,Amis_65,7,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
GLOSBE_REVIEWED_ZHO_3caf21705010bd07,"Wa ta'angay ko piako'id no miliyaway ma'orip a tamdaw, papaihkal cangra to sini'adaay i tao.","他們當中有些人可能是頭一次嘗到被人關心的滋味。 復活的人會充滿感激,也會以仁慈的方式對待別人。",joseph_reviewed_traditional,Amis_66,4,https://glosbe.com/ami/zh/no/fragment/tmem?page=2&mode=MUST&stem=true,work/reference_glosbe/amis_glosbe_traditional.xml
